% time handles
0 0
10 0
20 0
30 0
40 0
50 0
60 0
70 0
80 0
90 0
100 0
110 0
120 0
130 0
140 0
150 0
160 0
170 0
180 0
190 0
200 0
210 0
220 0
230 0
240 0
250 0
260 0
270 0
280 0
290 0
300 0
310 0
320 0
330 0
340 0
350 0
360 0
370 0
380 0
390 0
400 0
410 0
420 0
430 0
440 0
450 0
460 0
470 0
480 0
490 0
500 0
510 0
520 0
530 0
540 0
550 0
560 0
570 0
580 0
590 0
600 0
610 0
620 0
630 0
640 0
650 0
660 0
670 0
680 0
690 0
700 0
710 0
720 0
730 0
740 0
750 0
760 0
770 0
780 0
790 0
800 0
810 0
820 0
830 0
840 0
850 0
860 0
870 1
880 2
890 3
900 4
910 5
920 6
930 6
940 6
950 6
960 6
970 6
980 6
990 5
1000 5
1010 5
1020 5
1030 5
1040 5
1050 6
1060 6
1070 6
1080 6
1090 6
1100 6
1110 6
1120 5
1130 5
1140 5
1150 5
1160 5
1170 5
1180 6
1190 6
1200 6
1210 6
1220 6
1230 6
1240 6
1250 5
1260 5
1270 5
1280 5
1290 5
1300 5
1310 6
1320 6
1330 6
1340 6
1350 6
1360 6
1370 6
1380 5
1390 5
1400 5
1410 5
1420 5
1430 5
1440 6
1450 5
1460 5
1470 5
1480 5
1490 5
1500 5
1510 6
1520 6
1530 6
1540 6
1550 6
1560 6
1570 6
1580 5
1590 5
1600 5
1610 5
1620 5
1630 5
1640 6
1650 6
1660 6
1670 6
1680 6
1690 6
1700 6
1710 6
1720 6
1730 6
1740 6
1750 6
1760 5
1770 5
1780 5
1790 5
1800 5
1810 5
1820 6
1830 6
1840 5
1850 5
1860 5
1870 5
1880 5
1890 5
1900 6
1910 6
1920 6
1930 6
1940 6
1950 6
1960 6
1970 5
1980 5
1990 5
2000 5
2010 5
2020 5
2030 6
2040 6
2050 6
2060 6
2070 6
2080 6
2090 6
2100 5
2110 5
2120 5
2130 5
2140 5
2150 5
2160 6
2170 6
2180 6
2190 6
2200 6
2210 6
2220 6
2230 5
2240 5
2250 5
2260 5
2270 5
2280 5
2290 6
2300 6
2310 6
2320 6
2330 6
2340 6
2350 6
2360 5
2370 5
2380 5
2390 5
2400 5
2410 5
2420 6
2430 6
2440 6
2450 6
2460 6
2470 6
2480 6
2490 5
2500 5
2510 5
2520 5
2530 5
2540 5
2550 6
2560 6
2570 6
2580 6
2590 6
2600 6
2610 6
2620 5
2630 5
2640 5
2650 5
2660 5
2670 5
2680 6
2690 5
2700 5
2710 5
2720 5
2730 5
2740 5
2750 6
2760 6
2770 6
2780 6
2790 6
2800 6
2810 6
2820 5
2830 5
2840 5
2850 5
2860 5
2870 5
2880 6
2890 6
2900 6
2910 6
2920 6
2930 6
2940 6
2950 5
2960 5
2970 5
2980 5
2990 5
3000 5
3010 6
3020 6
3030 6
3040 6
3050 6
3060 6
3070 6
3080 5
3090 5
3100 5
3110 5
3120 5
3130 5
3140 6
3150 6
3160 6
3170 6
3180 6
3190 6
3200 6
3210 5
3220 5
3230 5
3240 5
3250 5
3260 5
3270 6
3280 6
3290 6
3300 6
3310 6
3320 6
3330 6
3340 5
3350 5
3360 5
3370 5
3380 5
3390 5
3400 6
3410 6
3420 6
3430 6
3440 6
3450 6
3460 6
3470 5
3480 5
3490 5
3500 5
3510 5
3520 5
3530 6
3540 6
3550 6
3560 6
3570 6
3580 6
3590 6
3600 5
3610 5
3620 5
3630 5
3640 5
3650 5
3660 6
3670 6
3680 6
3690 6
