#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;1;5;0/0;0/0,1/0,2/0,3/0,4/0;0/0;0/0,1/0,2/0,3/0,4/0;0/0;0/17,1/16,2/16,3/19,4/17;0/0;0/17,1/16,2/16,3/19,4/17;0/7;0/3,1/2,2/3,3/3,4/2;0/0;0/0,1/0,2/0,3/0,4/0;0/0;0/0,1/0,2/0,3/0,4/0
59.82;0;2;1;5;0/59.82;0/49.26,1/37.81,2/36.02,3/46.72,4/48.01;0/59.82;0/59.82,1/59.82,2/59.82,3/59.82,4/59.82;0/0;0/13,1/12,2/5,3/15,4/12;0/0;0/17,1/16,2/14,3/19,4/17;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/0,1/1,2/0,3/0,4/1;0/0;0/2,1/3,2/3,3/2,4/2
119.81;0;8;1;5;0/119.81;0/50.82,1/39.24,2/38.21,3/48.98,4/52.96;0/119.81;0/119.81,1/119.81,2/119.81,3/119.81,4/119.81;0/0;0/14,1/11,2/5,3/14,4/12;0/0;0/18,1/18,2/12,3/18,4/18;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/2,1/2,2/1,3/1,4/2;0/0;0/7,1/9,2/9,3/8,4/7
179.89;0;16;1;5;0/179.89;0/61.51,1/41.11,2/40.29,3/49.79,4/54.17;0/179.89;0/179.89,1/179.89,2/179.89,3/179.89,4/179.89;0/0;0/14,1/12,2/10,3/12,4/13;0/0;0/18,1/20,2/17,3/19,4/19;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/3,1/3,2/3,3/3,4/4;0/0;0/12,1/15,2/15,3/14,4/13
239.97;0;26;1;5;0/239.97;0/68.59,1/42.48,2/41.41,3/51.46,4/55.75;0/239.97;0/239.97,1/239.97,2/239.97,3/239.97,4/239.97;0/0;0/13,1/8,2/9,3/15,4/13;0/0;0/19,1/18,2/17,3/20,4/19;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/6,1/5,2/5,3/5,4/5;0/0;0/18,1/20,2/21,3/20,4/19
299.97;0;34;1;5;0/299.97;0/70.44,1/43.75,2/43.27,3/52.69,4/57.77;0/299.97;0/299.97,1/299.97,2/299.97,3/299.97,4/299.97;0/0;0/10,1/9,2/8,3/19,4/14;0/0;0/19,1/20,2/16,3/24,4/20;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/7,1/7,2/6,3/7,4/7;0/0;0/24,1/26,2/27,3/26,4/25
359.77;0;42;1;5;0/359.77;0/72,1/44.46,2/44.64,3/53.28,4/81.16;0/359.77;0/359.77,1/359.77,2/359.77,3/359.77,4/359.77;0/0;0/12,1/9,2/7,3/15,4/13;0/0;0/19,1/20,2/13,3/20,4/21;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/8,1/8,2/7,3/9,4/10;0/0;0/30,1/32,2/33,3/32,4/29
419.99;0;49;1;5;0/419.99;0/72.8,1/45.57,2/46.11,3/54.25,4/81.65;0/419.99;0/419.99,1/419.99,2/419.99,3/419.99,4/419.99;0/0;0/12,1/10,2/8,3/15,4/16;0/0;0/17,1/19,2/17,3/20,4/24;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/9,1/9,2/9,3/11,4/11;0/0;0/36,1/38,2/38,3/37,4/35
479.93;0;56;1;5;0/479.93;0/74.17,1/46.88,2/47,3/55.59,4/82.73;0/479.93;0/479.93,1/479.93,2/479.93,3/479.93,4/479.93;0/0;0/12,1/9,2/8,3/13,4/15;0/0;0/17,1/17,2/14,3/23,4/20;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/11,1/10,2/10,3/12,4/13;0/0;0/42,1/44,2/44,3/43,4/41
539.99;0;64;1;5;0/539.99;0/101.35,1/47.93,2/48.58,3/56.53,4/84.05;0/539.99;0/539.99,1/539.99,2/539.99,3/539.99,4/539.99;0/0;0/11,1/8,2/7,3/14,4/13;0/0;0/19,1/17,2/16,3/23,4/18;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/12,1/11,2/12,3/14,4/15;0/0;0/45,1/50,2/50,3/49,4/47
599.96;0;70;1;5;0/599.96;0/102.24,1/49.2,2/50.47,3/58.47,4/85.69;0/599.96;0/599.96,1/599.96,2/599.96,3/599.96,4/599.96;0/0;0/11,1/8,2/6,3/12,4/13;0/0;0/16,1/20,2/14,3/22,4/21;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/14,1/12,2/13,3/15,4/16;0/0;0/51,1/56,2/56,3/55,4/53
659.64;0;76;1;5;0/659.64;0/103.94,1/50.51,2/51.84,3/59.63,4/86.59;0/659.64;0/659.64,1/659.64,2/659.64,3/659.64,4/659.64;0/0;0/9,1/9,2/12,3/12,4/10;0/0;0/18,1/19,2/19,3/19,4/18;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/16,1/13,2/14,3/16,4/17;0/0;0/57,1/62,2/62,3/61,4/58
720;0;84;1;5;0/720;0/105.55,1/51.33,2/52.43,3/60.32,4/88.07;0/720;0/720,1/720,2/720,3/720,4/720;0/0;0/9,1/9,2/13,3/12,4/9;0/0;0/18,1/17,2/19,3/18,4/18;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/17,1/14,2/16,3/18,4/19;0/0;0/63,1/68,2/68,3/67,4/64
779.8;0;90;1;5;0/779.8;0/106.74,1/52.78,2/53.69,3/61.94,4/89.42;0/779.8;0/779.8,1/779.8,2/779.8,3/779.8,4/779.8;0/0;0/8,1/10,2/9,3/15,4/12;0/0;0/16,1/16,2/16,3/19,4/24;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/18,1/15,2/18,3/19,4/20;0/0;0/69,1/74,2/74,3/73,4/70
839.74;0;97;1;5;0/839.74;0/107.53,1/53.48,2/55.36,3/69.11,4/90.3;0/839.74;0/839.74,1/839.74,2/839.74,3/839.74,4/839.74;0/0;0/7,1/14,2/10,3/13,4/12;0/0;0/13,1/17,2/16,3/18,4/22;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/19,1/16,2/19,3/21,4/22;0/0;0/75,1/80,2/80,3/78,4/76
