#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;1;3;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/17,1/16,2/16;0/0;0/17,1/16,2/16;0/2;0/2,1/1,2/1;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0
59.68;0;0;1;3;0/59.68;0/44.34,1/42.31,2/59.68;0/59.68;0/59.68,1/59.68,2/59.68;0/0;0/14,1/10,2/10;0/0;0/18,1/13,2/16;0/0;0/2,1/2,2/2;0/0;0/0,1/0,2/0;0/0;0/5,1/5,2/0
119.97;0;3;1;3;0/119.97;0/54.28,1/48.16,2/73.29;0/119.97;0/119.97,1/119.97,2/119.97;0/0;0/15,1/10,2/14;0/0;0/17,1/18,2/16;0/0;0/2,1/2,2/2;0/0;0/1,1/1,2/1;0/0;0/17,1/19,2/12
179.66;0;6;1;3;0/179.66;0/87.38,1/85.24,2/113.09;0/179.66;0/179.66,1/179.66,2/179.66;0/0;0/16,1/8,2/11;0/0;0/19,1/15,2/17;0/0;0/2,1/2,2/2;0/0;0/2,1/2,2/2;0/0;0/24,1/25,2/18
239.96;0;11;1;3;0/239.96;0/124.75,1/91.62,2/128.32;0/239.96;0/239.96,1/239.96,2/239.96;0/0;0/15,1/8,2/12;0/0;0/19,1/14,2/17;0/0;0/2,1/2,2/2;0/0;0/4,1/3,2/4;0/0;0/30,1/39,2/30
299.82;0;13;1;3;0/299.82;0/160.38,1/98.29,2/150.99;0/299.82;0/299.82,1/299.82,2/299.82;0/0;0/13,1/13,2/13;0/0;0/16,1/14,2/18;0/0;0/2,1/2,2/2;0/0;0/5,1/4,2/4;0/0;0/37,1/53,2/39
359.7;0;16;1;3;0/359.7;0/191.26,1/144.91,2/157.32;0/359.7;0/359.7,1/359.7,2/359.7;0/0;0/14,1/10,2/16;0/0;0/18,1/12,2/19;0/0;0/2,1/2,2/2;0/0;0/6,1/5,2/5;0/0;0/44,1/57,2/53
419.92;0;19;1;3;0/419.92;0/199.6,1/152.1,2/205.78;0/419.92;0/419.92,1/419.92,2/419.92;0/0;0/15,1/10,2/14;0/0;0/18,1/12,2/19;0/0;0/2,1/2,2/2;0/0;0/7,1/6,2/6;0/0;0/58,1/70,2/56
479.99;0;23;1;3;0/479.99;0/233.95,1/181.41,2/226.66;0/479.99;0/479.99,1/479.99,2/479.99;0/0;0/14,1/9,2/13;0/0;0/19,1/12,2/16;0/0;0/2,1/2,2/2;0/0;0/8,1/7,2/8;0/0;0/65,1/78,2/67
539.7;0;26;1;3;0/539.7;0/266.48,1/195.08,2/240.25;0/539.7;0/539.7,1/539.7,2/539.7;0/0;0/16,1/11,2/15;0/0;0/18,1/14,2/17;0/0;0/2,1/2,2/2;0/0;0/9,1/8,2/9;0/0;0/71,1/90,2/78
