#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;1;5;0/0;0/0,1/0,2/0,3/0,4/0;0/0;0/0,1/0,2/0,3/0,4/0;0/0;0/17,1/16,2/16,3/19,4/17;0/0;0/17,1/16,2/16,3/19,4/17;0/7;0/3,1/2,2/3,3/3,4/2;0/0;0/0,1/0,2/0,3/0,4/0;0/0;0/0,1/0,2/0,3/0,4/0
59.82;0;2;1;5;0/59.82;0/49.26,1/37.81,2/36.02,3/46.72,4/48.01;0/59.82;0/59.82,1/59.82,2/59.82,3/59.82,4/59.82;0/0;0/13,1/12,2/5,3/15,4/12;0/0;0/17,1/16,2/14,3/19,4/17;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/0,1/1,2/0,3/0,4/1;0/0;0/2,1/3,2/3,3/2,4/2
119.59;0;8;1;5;0/119.59;0/50.82,1/39.9,2/37.5,3/48.89,4/53.06;0/119.59;0/119.59,1/119.59,2/119.59,3/119.59,4/119.59;0/0;0/13,1/13,2/4,3/15,4/12;0/0;0/18,1/19,2/12,3/20,4/20;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/2,1/2,2/1,3/1,4/2;0/0;0/7,1/9,2/9,3/8,4/7
180;0;15;1;5;0/180;0/52.96,1/41.44,2/39.5,3/50.54,4/54.82;0/180;0/180,1/180,2/180,3/180,4/180;0/0;0/12,1/10,2/5,3/13,4/11;0/0;0/17,1/16,2/13,3/21,4/16;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/3,1/3,2/2,3/3,4/4;0/0;0/13,1/15,2/15,3/14,4/13
239.96;0;23;1;5;0/239.96;0/55.11,1/43.07,2/40.85,3/51.91,4/56.78;0/239.96;0/239.96,1/239.96,2/239.96,3/239.96,4/239.96;0/0;0/13,1/10,2/7,3/13,4/9;0/0;0/21,1/16,2/16,3/22,4/15;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/5,1/5,2/4,3/4,4/5;0/0;0/19,1/21,2/21,3/20,4/19
299.87;0;29;1;5;0/299.87;0/56.14,1/44.69,2/42.13,3/52.98,4/58.05;0/299.87;0/299.87,1/299.87,2/299.87,3/299.87,4/299.87;0/0;0/12,1/12,2/7,3/12,4/12;0/0;0/20,1/18,2/15,3/22,4/20;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/6,1/6,2/6,3/5,4/6;0/0;0/25,1/26,2/27,3/25,4/25
359.93;0;36;1;5;0/359.93;0/57.71,1/46.09,2/43.47,3/54.43,4/58.36;0/359.93;0/359.93,1/359.93,2/359.93,3/359.93,4/359.93;0/0;0/13,1/12,2/6,3/11,4/11;0/0;0/20,1/17,2/11,3/22,4/16;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/7,1/8,2/7,3/6,4/8;0/0;0/31,1/32,2/33,3/31,4/31
419.97;0;45;1;5;0/419.97;0/59.46,1/53.29,2/44.61,3/56.14,4/59.78;0/419.97;0/419.97,1/419.97,2/419.97,3/419.97,4/419.97;0/0;0/11,1/12,2/8,3/14,4/11;0/0;0/21,1/16,2/14,3/24,4/17;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/9,1/10,2/8,3/8,4/10;0/0;0/37,1/38,2/39,3/37,4/37
479.97;0;53;1;5;0/479.97;0/60.19,1/54.45,2/46.01,3/57.42,4/61.23;0/479.97;0/479.97,1/479.97,2/479.97,3/479.97,4/479.97;0/0;0/11,1/12,2/8,3/11,4/8;0/0;0/18,1/17,2/13,3/21,4/17;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/10,1/13,2/9,3/9,4/12;0/0;0/43,1/44,2/44,3/43,4/43
539.83;0;60;1;5;0/539.83;0/60.84,1/56.03,2/48.73,3/58.14,4/62.89;0/539.83;0/539.83,1/539.83,2/539.83,3/539.83,4/539.83;0/0;0/11,1/11,2/8,3/10,4/12;0/0;0/16,1/19,2/14,3/17,4/18;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/11,1/14,2/12,3/10,4/13;0/0;0/49,1/50,2/50,3/49,4/49
599.98;0;66;1;5;0/599.98;0/61.81,1/56.59,2/50.5,3/60.01,4/64.18;0/599.98;0/599.98,1/599.98,2/599.98,3/599.98,4/599.98;0/0;0/11,1/8,2/6,3/12,4/9;0/0;0/16,1/16,2/14,3/17,4/18;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/13,1/15,2/13,3/11,4/14;0/0;0/55,1/55,2/56,3/55,4/55
659.95;0;77;1;5;0/659.95;0/63.64,1/57.99,2/61.65,3/82.82,4/65.64;0/659.95;0/659.95,1/659.95,2/659.95,3/659.95,4/659.95;0/0;0/10,1/10,2/6,3/9,4/7;0/0;0/17,1/20,2/15,3/19,4/15;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/15,1/17,2/15,3/14,4/16;0/0;0/61,1/61,2/61,3/59,4/61
719.94;0;82;1;5;0/719.94;0/64.86,1/59.7,2/63.82,3/84.09,4/67.1;0/719.94;0/719.94,1/719.94,2/719.94,3/719.94,4/719.94;0/0;0/10,1/12,2/8,3/11,4/8;0/0;0/14,1/23,2/18,3/17,4/16;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/16,1/18,2/16,3/15,4/17;0/0;0/67,1/67,2/67,3/65,4/67
780;0;90;1;5;0/780;0/66.56,1/60.3,2/64.91,3/85.39,4/68.7;0/780;0/780,1/780,2/780,3/780,4/780;0/0;0/12,1/11,2/8,3/11,4/5;0/0;0/19,1/20,2/17,3/16,4/14;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/19,1/19,2/18,3/16,4/18;0/0;0/73,1/73,2/73,3/71,4/73
839.77;0;97;1;5;0/839.77;0/67.74,1/61.75,2/66.53,3/87.06,4/69.51;0/839.77;0/839.77,1/839.77,2/839.77,3/839.77,4/839.77;0/0;0/8,1/7,2/6,3/12,4/6;0/0;0/16,1/17,2/13,3/20,4/16;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/20,1/20,2/19,3/19,4/19;0/0;0/79,1/79,2/79,3/77,4/79
899.88;0;103;1;5;0/899.88;0/69.17,1/63.69,2/67.74,3/89.24,4/71.16;0/899.88;0/899.88,1/899.88,2/899.88,3/899.88,4/899.88;0/0;0/9,1/6,2/5,3/13,4/8;0/0;0/19,1/16,2/13,3/19,4/16;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/21,1/21,2/21,3/20,4/20;0/0;0/85,1/85,2/85,3/83,4/85
959.91;0;109;1;5;0/959.91;0/70.49,1/64.77,2/69.67,3/90.2,4/72.56;0/959.91;0/959.91,1/959.91,2/959.91,3/959.91,4/959.91;0/0;0/8,1/5,2/7,3/11,4/8;0/0;0/16,1/15,2/14,3/17,4/13;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/22,1/22,2/22,3/21,4/22;0/0;0/91,1/91,2/91,3/89,4/91
1019.88;0;119;1;5;0/1019.88;0/72.14,1/65.89,2/70.93,3/91.78,4/74.18;0/1019.88;0/1019.88,1/1019.88,2/1019.88,3/1019.88,4/1019.88;0/0;0/8,1/7,2/7,3/14,4/10;0/0;0/15,1/17,2/18,3/19,4/14;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/23,1/23,2/24,3/24,4/25;0/0;0/97,1/97,2/97,3/95,4/97
1079.97;0;125;1;5;0/1079.97;0/73.65,1/67.57,2/72.15,3/93.4,4/75.52;0/1079.97;0/1079.97,1/1079.97,2/1079.97,3/1079.97,4/1079.97;0/0;0/12,1/5,2/9,3/11,4/8;0/0;0/20,1/17,2/17,3/16,4/15;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/24,1/24,2/25,3/25,4/27;0/0;0/102,1/103,2/103,3/101,4/103
1139.98;0;134;1;5;0/1139.98;0/74.84,1/68.51,2/74.57,3/94.79,4/76.22;0/1139.98;0/1139.98,1/1139.98,2/1139.98,3/1139.98,4/1139.98;0/0;0/15,1/5,2/9,3/11,4/9;0/0;0/21,1/16,2/21,3/15,4/14;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/27,1/26,2/27,3/26,4/28;0/0;0/108,1/109,2/109,3/107,4/108
1199.96;0;141;1;5;0/1199.96;0/83.53,1/69.33,2/75.45,3/95.92,4/77.23;0/1199.96;0/1199.96,1/1199.96,2/1199.96,3/1199.96,4/1199.96;0/0;0/13,1/9,2/8,3/11,4/7;0/0;0/21,1/17,2/21,3/15,4/15;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/28,1/27,2/28,3/28,4/30;0/0;0/114,1/115,2/115,3/112,4/114
1260;0;148;1;5;0/1260;0/85.29,1/70.28,2/76.3,3/97.44,4/78.24;0/1260;0/1260,1/1260,2/1260,3/1260,4/1260;0/0;0/15,1/9,2/8,3/8,4/6;0/0;0/19,1/18,2/19,3/15,4/12;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/30,1/29,2/29,3/29,4/31;0/0;0/120,1/121,2/121,3/118,4/120
1319.9;0;154;1;5;0/1319.9;0/93.91,1/71.89,2/77.53,3/98.7,4/79.94;0/1319.9;0/1319.9,1/1319.9,2/1319.9,3/1319.9,4/1319.9;0/0;0/11,1/6,2/13,3/7,4/8;0/0;0/21,1/14,2/22,3/13,4/15;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/32,1/30,2/30,3/30,4/32;0/0;0/125,1/127,2/127,3/124,4/126
1379.75;0;164;1;5;0/1379.75;0/95.22,1/73.37,2/78.89,3/100.75,4/81.32;0/1379.75;0/1379.75,1/1379.75,2/1379.75,3/1379.75,4/1379.75;0/0;0/8,1/6,2/8,3/9,4/9;0/0;0/15,1/13,2/21,3/14,4/16;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/34,1/32,2/32,3/31,4/35;0/0;0/131,1/133,2/133,3/130,4/132
1440;0;171;1;5;0/1440;0/96.87,1/75.66,2/79.85,3/115.42,4/82.65;0/1440;0/1440,1/1440,2/1440,3/1440,4/1440;0/0;0/9,1/10,2/8,3/7,4/9;0/0;0/19,1/17,2/22,3/16,4/15;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/35,1/33,2/33,3/34,4/36;0/0;0/137,1/139,2/138,3/135,4/138
1499.78;0;179;1;5;0/1499.78;0/98.38,1/76.72,2/80.86,3/117.55,4/83.54;0/1499.78;0/1499.78,1/1499.78,2/1499.78,3/1499.78,4/1499.78;0/0;0/6,1/7,2/6,3/9,4/6;0/0;0/16,1/16,2/18,3/16,4/13;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/37,1/35,2/34,3/36,4/37;0/0;0/143,1/145,2/144,3/141,4/144
1559.65;0;185;1;5;0/1559.65;0/100.02,1/77.89,2/82.69,3/118.72,4/85.01;0/1559.65;0/1559.65,1/1559.65,2/1559.65,3/1559.65,4/1559.65;0/0;0/11,1/6,2/6,3/9,4/7;0/0;0/17,1/15,2/20,3/18,4/16;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/38,1/36,2/35,3/37,4/39;0/0;0/149,1/151,2/150,3/147,4/150
1619.97;0;192;1;5;0/1619.97;0/101.12,1/79.99,2/84.33,3/120.52,4/85.92;0/1619.97;0/1619.97,1/1619.97,2/1619.97,3/1619.97,4/1619.97;0/0;0/11,1/6,2/9,3/7,4/8;0/0;0/17,1/12,2/22,3/16,4/14;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/41,1/37,2/36,3/38,4/40;0/0;0/154,1/157,2/156,3/153,4/156
1679.69;0;199;1;5;0/1679.69;0/102.58,1/81.08,2/85.47,3/122.25,4/87.52;0/1679.69;0/1679.69,1/1679.69,2/1679.69,3/1679.69,4/1679.69;0/0;0/12,1/7,2/9,3/7,4/8;0/0;0/19,1/16,2/18,3/14,4/16;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/42,1/39,2/37,3/39,4/42;0/0;0/160,1/162,2/162,3/159,4/162
1739.94;0;207;1;5;0/1739.94;0/104.06,1/85.29,2/87.12,3/123.41,4/88.57;0/1739.94;0/1739.94,1/1739.94,2/1739.94,3/1739.94,4/1739.94;0/0;0/12,1/10,2/8,3/8,4/9;0/0;0/21,1/20,2/18,3/14,4/15;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/44,1/41,2/38,3/40,4/44;0/0;0/166,1/168,2/168,3/164,4/168
1799.83;0;214;1;5;0/1799.83;0/109.85,1/86.99,2/88.28,3/125.47,4/90.7;0/1799.83;0/1799.83,1/1799.83,2/1799.83,3/1799.83,4/1799.83;0/0;0/10,1/8,2/9,3/9,4/10;0/0;0/18,1/17,2/16,3/17,4/17;0/0;0/4,1/4,2/4,3/4,4/4;0/0;0/45,1/42,2/39,3/43,4/45;0/0;0/172,1/174,2/174,3/170,4/174
